epoch,mean_loss,mIOU,acc_global,lr
0,1.1030685061314067,69.51985955238342,0.9360867738723755,0.0001
1,1.026593282574513,69.61694359779358,0.9359548687934875,9.525044508886255e-05
2,0.9643713401966407,69.33693885803223,0.93520587682724,9.047441598024851e-05
3,0.9791054393424362,69.63210701942444,0.935904860496521,8.567019265304034e-05
4,0.9727196009432684,70.16751170158386,0.9369679689407349,8.083582821352e-05
5,0.9468053178709062,70.29200196266174,0.9365194439888,7.596910172667857e-05
6,0.8915318494937459,70.34932374954224,0.9365031719207764,7.106745713352175e-05
7,0.9148612784557655,70.38999199867249,0.9373863935470581,6.612792274786855e-05
8,0.935314022126745,69.84846591949463,0.9350906014442444,6.114700299720599e-05
9,0.9397496395423764,70.1869547367096,0.9370527267456055,5.6120529393606634e-05
10,0.9484856206862653,70.28385996818542,0.9362268447875977,5.104344967050664e-05
11,0.8760526307293626,68.77993941307068,0.9336264133453369,4.590951950795017e-05
12,0.9051949069148204,69.94660496711731,0.9356148838996887,4.071083360168709e-05
13,0.8614330917108254,71.10547423362732,0.9387338757514954,3.543707636690779e-05
14,0.875929377118095,69.29602026939392,0.9341599941253662,3.00742470537778e-05
15,0.8606130500308803,69.58492994308472,0.9352545142173767,2.4602302343206626e-05
16,0.8619764183388382,70.88615298271179,0.9371212124824524,1.899025901996191e-05
17,0.8678060330328394,70.8156406879425,0.9373417496681213,1.3184047384371662e-05
18,0.881896790422377,69.67214345932007,0.9349677562713623,7.065156057695295e-06
19,0.8444675891125788,70.4591691493988,0.9353062510490417,0.0
