epoch,mean_loss,mIOU,acc_global,lr
0,1.4699470117443898,69.52311396598816,0.936091959476471,0.0001
1,1.4522228866327005,69.51499581336975,0.9363406896591187,9.525044508886255e-05
2,1.4296280301985194,69.31633949279785,0.935677170753479,9.047441598024851e-05
3,1.4463317394256592,68.82621645927429,0.9343215823173523,8.567019265304034e-05
4,1.4546286747103832,70.096755027771,0.9367251992225647,8.083582821352e-05
5,1.4011605880299554,70.09998559951782,0.9365642666816711,7.596910172667857e-05
6,1.3719839697978535,69.69766020774841,0.9352594017982483,7.106745713352175e-05
7,1.4088182332085781,70.17912268638611,0.9369103312492371,6.612792274786855e-05
8,1.4131105551954175,70.21054029464722,0.9357193112373352,6.114700299720599e-05
9,1.4247225171229878,70.56499123573303,0.9374766945838928,5.6120529393606634e-05
10,1.4485832863166683,69.17230486869812,0.9341526031494141,5.104344967050664e-05
11,1.3776868347261773,70.03588080406189,0.936231255531311,4.590951950795017e-05
12,1.4081906392926076,69.95339393615723,0.9355548024177551,4.071083360168709e-05
13,1.3943573627315584,70.76305150985718,0.9384129047393799,3.543707636690779e-05
14,1.3677684185934849,69.80637907981873,0.935616672039032,3.00742470537778e-05
15,1.3986988302137031,69.47447657585144,0.9345322251319885,2.4602302343206626e-05
16,1.3645947272660301,70.25973200798035,0.9348089694976807,1.899025901996191e-05
17,1.3786078632855026,70.1819360256195,0.9362900257110596,1.3184047384371662e-05
18,1.374398051715288,69.22098994255066,0.9341018199920654,7.065156057695295e-06
19,1.3498270316202132,70.22013664245605,0.9350458979606628,0.0
