epoch,mean_loss,mIOU,acc_global,lr
20,0.7610742741160923,66.79422855377197,0.932490885257721,5.235041086559628e-05
21,0.697125071949429,66.86494946479797,0.9323619604110718,4.986399935532871e-05
22,0.7005133642090692,66.54553413391113,0.932188868522644,4.7363728493908786e-05
23,0.7075631618499756,66.95887446403503,0.933163046836853,4.484869784321449e-05
24,0.6956489337815179,67.52625703811646,0.9337615370750427,4.231788819638531e-05
25,0.7199633432759179,67.3663079738617,0.9334799647331238,3.977013688481901e-05
26,0.6479544990592533,67.49873161315918,0.9340090751647949,3.720410580113015e-05
27,0.6867747531996833,68.15966367721558,0.9345772862434387,3.4618239255393295e-05
28,0.6947176085578071,68.36554408073425,0.9349274039268494,3.20107073010358e-05
29,0.6637678861618042,67.89103746414185,0.9342522025108337,2.9379327717500792e-05
30,0.6252244545353783,68.329519033432,0.9348747134208679,2.6721455622484064e-05
31,0.635087498029073,68.12156438827515,0.9349043965339661,2.4033822088832997e-05
32,0.6946682843897077,67.95700788497925,0.9343649744987488,2.1312288657292417e-05
33,0.6594637884034051,68.40440034866333,0.9354574084281921,1.8551455076831347e-05
34,0.6667490614785089,68.60929727554321,0.9354292750358582,1.5743991897387154e-05
35,0.6207175539599524,68.891841173172,0.9352940320968628,1.2879406359064885e-05
36,0.6521596418486701,68.76299977302551,0.9354698061943054,9.941478621391008e-06
37,0.6415550589561463,68.6184823513031,0.9356005191802979,6.901902974433469e-06
38,0.6650782280498081,68.7508761882782,0.9353951215744019,3.69863822449905e-06
39,0.6274919715192583,68.14132928848267,0.9339720606803894,0.0
