epoch,mean_loss,mIOU,acc_global,lr
40,0.682600908809238,68.722403049469,0.9354739189147949,3.606711714136998e-05
41,0.617131683561537,68.84116530418396,0.934927225112915,3.435408960787634e-05
42,0.6019507454501258,68.54530572891235,0.9351297616958618,3.263151359456659e-05
43,0.672107113732232,69.0906286239624,0.9358669519424438,3.0898768739409404e-05
44,0.6204189048873053,68.29516887664795,0.9349348545074463,2.915515285396686e-05
45,0.5952085475126903,69.38114166259766,0.9356558918952942,2.7399864911007682e-05
46,0.6012624243895213,69.06787753105164,0.935733437538147,2.5631983013740184e-05
47,0.5935638454225328,69.57162022590637,0.9359915256500244,2.38504353606284e-05
48,0.6197575112183888,69.03480291366577,0.9363039135932922,2.2053961199439287e-05
49,0.6364287257194519,69.05505061149597,0.9360337853431702,2.024105707674907e-05
50,0.6189756181504992,69.04849410057068,0.9361362457275391,1.840990078565786e-05
51,0.5980517897340987,69.26645040512085,0.9363420009613037,1.6558240179972488e-05
52,0.6233236259884305,69.57261562347412,0.9366315603256226,1.4683224044348693e-05
53,0.5919655270046658,69.33475136756897,0.9364543557167053,1.2781131844729367e-05
54,0.5946958674324884,69.51574087142944,0.9361706972122192,1.0846913914271046e-05
55,0.5646206392182245,69.4010078907013,0.9359217286109924,8.873341205598351e-06
56,0.6225366161929237,69.74763870239258,0.9363642930984497,6.849238966179236e-06
57,0.6200767477353414,69.2186176776886,0.9366599321365356,4.7551058140950554e-06
58,0.5980364713403914,69.61771845817566,0.9370265603065491,2.5481981115495508e-06
59,0.6222855852709877,69.38369274139404,0.9364277720451355,0.0
