epoch mean_loss mIOU acc_global lr
0 0.5632145861784618 69.36032772064209 0.9326873421669006 0.0001
1 0.5863774365848965 70.05394697189331 0.934302031993866 9.525044508886255e-05
2 0.5363351003991232 70.30342817306519 0.9345452189445496 9.047441598024851e-05
3 0.5091717369026608 70.81354260444641 0.9354433417320251 8.567019265304034e-05
4 0.5907706340154012 70.8401083946228 0.9350398182868958 8.083582821352e-05
5 0.5216434448957443 70.81655263900757 0.935236394405365 7.596910172667857e-05
6 0.4979795065191057 70.98754644393921 0.9353451132774353 7.106745713352175e-05
7 0.5066544913583332 71.3308036327362 0.9362545609474182 6.612792274786855e-05
8 0.5056221067905426 71.10598683357239 0.9356314539909363 6.114700299720599e-05
9 0.5395158274306191 71.44281268119812 0.9365696907043457 5.6120529393606634e-05
10 0.5342629969120025 71.59061431884766 0.9370333552360535 5.104344967050664e-05
11 0.45849330259693993 71.48022055625916 0.9365334510803223 4.590951950795017e-05
12 0.5071119288603465 71.72390818595886 0.936899721622467 4.071083360168709e-05
13 0.46458147035704717 71.74353003501892 0.9371717572212219 3.543707636690779e-05
14 0.470039110382398 71.71616554260254 0.9371285438537598 3.00742470537778e-05
15 0.47352691955036585 71.27677202224731 0.9359790682792664 2.4602302343206626e-05
16 0.48027382989724476 71.73975110054016 0.9372490048408508 1.899025901996191e-05
17 0.45790517495738137 71.68015837669373 0.936872661113739 1.3184047384371662e-05
18 0.4539506690369712 71.81552052497864 0.937345027923584 7.065156057695295e-06
19 0.44648834831184814 71.85657620429993 0.9373109340667725 0.0
