epoch mean_loss mIOU acc_global lr
0 0.5631902549001906 69.36059594154358 0.932686984539032 0.0001
1 0.5864067640569475 70.05416750907898 0.9343016147613525 9.525044508886255e-05
2 0.5362809353404575 70.30501961708069 0.9345494508743286 9.047441598024851e-05
3 0.5091401351822747 70.81467509269714 0.9354462623596191 8.567019265304034e-05
4 0.5908137374454074 70.84260582923889 0.9350460767745972 8.083582821352e-05
5 0.5217076622777514 70.81813216209412 0.9352408051490784 7.596910172667857e-05
6 0.4979726192024019 70.98832726478577 0.9353466033935547 7.106745713352175e-05
7 0.5067096617486742 71.33188247680664 0.9362589120864868 6.612792274786855e-05
8 0.505616021156311 71.10750079154968 0.9356338977813721 6.114700299720599e-05
9 0.5395335876279407 71.44361138343811 0.9365721344947815 5.6120529393606634e-05
10 0.5342698527706994 71.59376740455627 0.9370410442352295 5.104344967050664e-05
11 0.45849735306368933 71.48164510726929 0.9365386366844177 4.590951950795017e-05
12 0.507106915447447 71.72375917434692 0.9368986487388611 4.071083360168709e-05
13 0.4646110888984468 71.7439591884613 0.9371721744537354 3.543707636690779e-05
14 0.470045413573583 71.71733379364014 0.9371297359466553 3.00742470537778e-05
15 0.47351680960920123 71.27687931060791 0.9359798431396484 2.4602302343206626e-05
16 0.48027241196897297 71.73900008201599 0.9372478127479553 1.899025901996191e-05
17 0.4579272409280141 71.6803789138794 0.9368723630905151 1.3184047384371662e-05
18 0.453900401128663 71.8156635761261 0.9373453855514526 7.065156057695295e-06
19 0.44651800725195145 71.85647487640381 0.9373114109039307 0.0
